ACCESS_label,HHLANP_label,HINCP,NRC,NP
"Yes, by paying a cell phone company or Internet service provider",English only household,56800,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,56800,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,35000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,35000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,35000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,35000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,35000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,27500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,27500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,27500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,87400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,87400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,24000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,52000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,15600,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,33300,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,131800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,131800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,5700,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,78300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,78300,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,38100,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,35700,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,35700,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,35700,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,238000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,238000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,238000,0,3
"No access to the Internet at this house, apartment, or mobile home",English only household,9800,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,32050,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,32050,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,49000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,49000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,72400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,72400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,25000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,25000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,27000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,27000,0,2
"Yes, by paying a cell phone company or Internet service provider",French,9700,0,2
"Yes, by paying a cell phone company or Internet service provider",French,9700,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,34600,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,34600,0,2
"Yes, without paying a cell phone company or Internet service provider",English only household,15600,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,22000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,22000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,210600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,210600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,22600,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,32300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,32300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,94000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,94000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,94000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,94000,2,4
"Yes, by paying a cell phone company or Internet service provider",French,27200,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,82000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,82000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,40320,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,40320,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,160000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,160000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,108000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,108000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,108000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,7100,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,305700,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,305700,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,305700,1,3
"Yes, by paying a cell phone company or Internet service provider",French,72300,0,2
"Yes, by paying a cell phone company or Internet service provider",French,72300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,83600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,83600,0,2
"Yes, by paying a cell phone company or Internet service provider",Bengali,18000,2,4
"Yes, by paying a cell phone company or Internet service provider",Bengali,18000,2,4
"Yes, by paying a cell phone company or Internet service provider",Bengali,18000,2,4
"Yes, by paying a cell phone company or Internet service provider",Bengali,18000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,15000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,30500,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,34800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,34800,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,11000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,47800,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,47800,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,47800,1,3
"No access to the Internet at this house, apartment, or mobile home",English only household,40000,1,3
"No access to the Internet at this house, apartment, or mobile home",English only household,40000,1,3
"No access to the Internet at this house, apartment, or mobile home",English only household,40000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,118000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,118000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,118000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,155000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,155000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,155000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,74000,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,27400,0,3
"No access to the Internet at this house, apartment, or mobile home",English only household,27400,0,3
"No access to the Internet at this house, apartment, or mobile home",English only household,27400,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,25000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,18200,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,18200,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,18200,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,146400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,146400,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,35000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,177000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,177000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,177000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,57500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,57500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,57500,1,3
"No access to the Internet at this house, apartment, or mobile home",English only household,15620,0,1
"Yes, by paying a cell phone company or Internet service provider",French,21920,0,2
"Yes, by paying a cell phone company or Internet service provider",French,21920,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,9000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,8200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,8200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,113000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,113000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,1400,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,38400,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,38400,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,38400,1,3
"Yes, by paying a cell phone company or Internet service provider",French,10350,0,2
"Yes, by paying a cell phone company or Internet service provider",French,10350,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,150000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,102000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,102000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,8000,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,23000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,218000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,218000,0,2
"Yes, without paying a cell phone company or Internet service provider",English only household,100990,0,2
"Yes, without paying a cell phone company or Internet service provider",English only household,100990,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,143800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,143800,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,15500,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,33050,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,33050,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,33050,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,33050,1,4
"Yes, by paying a cell phone company or Internet service provider",Spanish,43000,0,2
"Yes, by paying a cell phone company or Internet service provider",Spanish,43000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,1400,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,59000,0,1
"Yes, without paying a cell phone company or Internet service provider",English only household,15900,0,2
"Yes, without paying a cell phone company or Internet service provider",English only household,15900,0,2
"Yes, without paying a cell phone company or Internet service provider",French,9000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,160000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,160000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,87000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,87000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,25500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,25500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,25500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,34470,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,34470,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,12100,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,59530,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,59530,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,59530,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,59530,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,59530,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,27000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,27000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,12600,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,131600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,131600,0,2
"Yes, by paying a cell phone company or Internet service provider",French,19800,0,2
"Yes, by paying a cell phone company or Internet service provider",French,19800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,54000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,34200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,34200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,65010,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,65010,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,159000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,159000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,159000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,159000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,159000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,159000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,77000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,77000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,39340,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,37000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,30500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,30500,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,36100,0,3
"No access to the Internet at this house, apartment, or mobile home",English only household,36100,0,3
"No access to the Internet at this house, apartment, or mobile home",English only household,36100,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,144700,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,11200,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,58400,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,58400,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,58400,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,41500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,41500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,41500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,31400,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,115000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,24700,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,24700,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,59000,3,6
"Yes, by paying a cell phone company or Internet service provider",English only household,59000,3,6
"Yes, by paying a cell phone company or Internet service provider",English only household,59000,3,6
"Yes, by paying a cell phone company or Internet service provider",English only household,59000,3,6
"Yes, by paying a cell phone company or Internet service provider",English only household,59000,3,6
"Yes, by paying a cell phone company or Internet service provider",English only household,59000,3,6
"Yes, by paying a cell phone company or Internet service provider",English only household,35400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,35400,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,17200,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,32500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,32500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,31000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,6600,0,1
"Yes, by paying a cell phone company or Internet service provider",Spanish,90900,4,8
"Yes, by paying a cell phone company or Internet service provider",Spanish,90900,4,8
"Yes, by paying a cell phone company or Internet service provider",Spanish,90900,4,8
"Yes, by paying a cell phone company or Internet service provider",Spanish,90900,4,8
"Yes, by paying a cell phone company or Internet service provider",Spanish,90900,4,8
"Yes, by paying a cell phone company or Internet service provider",Spanish,90900,4,8
"Yes, by paying a cell phone company or Internet service provider",Spanish,90900,4,8
"Yes, by paying a cell phone company or Internet service provider",Spanish,90900,4,8
"Yes, by paying a cell phone company or Internet service provider",English only household,55100,3,6
"Yes, by paying a cell phone company or Internet service provider",English only household,55100,3,6
"Yes, by paying a cell phone company or Internet service provider",English only household,55100,3,6
"Yes, by paying a cell phone company or Internet service provider",English only household,55100,3,6
"Yes, by paying a cell phone company or Internet service provider",English only household,55100,3,6
"Yes, by paying a cell phone company or Internet service provider",English only household,55100,3,6
"No access to the Internet at this house, apartment, or mobile home",English only household,15920,0,1
"Yes, by paying a cell phone company or Internet service provider",Spanish,80000,2,4
"Yes, by paying a cell phone company or Internet service provider",Spanish,80000,2,4
"Yes, by paying a cell phone company or Internet service provider",Spanish,80000,2,4
"Yes, by paying a cell phone company or Internet service provider",Spanish,80000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,84000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,84000,0,2
"Yes, by paying a cell phone company or Internet service provider",French,21500,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,91500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,91500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,91500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,43300,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,43300,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,43300,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,78000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,78000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,78000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,78000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,48700,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,48700,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,50400,0,1
"Yes, without paying a cell phone company or Internet service provider",English only household,40800,2,4
"Yes, without paying a cell phone company or Internet service provider",English only household,40800,2,4
"Yes, without paying a cell phone company or Internet service provider",English only household,40800,2,4
"Yes, without paying a cell phone company or Internet service provider",English only household,40800,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,16040,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,181000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,181000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,70000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,70000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,111000,0,1
"Yes, by paying a cell phone company or Internet service provider",German,67000,0,2
"Yes, by paying a cell phone company or Internet service provider",German,67000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,40000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,40000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,77800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,77800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,30100,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,77000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,77000,0,2
"Yes, by paying a cell phone company or Internet service provider",French,98100,0,2
"Yes, by paying a cell phone company or Internet service provider",French,98100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,80000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,80000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,80000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,19400,0,1
"Yes, by paying a cell phone company or Internet service provider",French,104300,0,2
"Yes, by paying a cell phone company or Internet service provider",French,104300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,140600,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,140600,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,140600,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,25360,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,25360,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,73000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,73000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,60720,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,12000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,27000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,32320,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,32320,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,127100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,127100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,172000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,134000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,134000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,46200,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,46200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,14000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,44100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,44100,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,23800,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,133000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,133000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,250000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,250000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,250000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,250000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,250000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,436000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,436000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,436000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,74100,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,0,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,100000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,100000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,100000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,37320,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,37320,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,26000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,12700,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,12700,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,12700,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,12700,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,12700,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,12700,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,182000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,182000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,182000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,139300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,139300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,38500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,38500,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,14100,0,1
"Yes, by paying a cell phone company or Internet service provider",Spanish,63050,1,3
"Yes, by paying a cell phone company or Internet service provider",Spanish,63050,1,3
"Yes, by paying a cell phone company or Internet service provider",Spanish,63050,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,75000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,75000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,75000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,9800,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,140000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,140000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,68500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,68500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,191000,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,191000,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,191000,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,191000,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,91600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,91600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,14400,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,140000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,140000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,140000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,17000,0,1
"Yes, by paying a cell phone company or Internet service provider",Other Native North American languages,13700,0,1
"Yes, without paying a cell phone company or Internet service provider",English only household,138000,2,4
"Yes, without paying a cell phone company or Internet service provider",English only household,138000,2,4
"Yes, without paying a cell phone company or Internet service provider",English only household,138000,2,4
"Yes, without paying a cell phone company or Internet service provider",English only household,138000,2,4
"Yes, without paying a cell phone company or Internet service provider",English only household,36800,0,2
"Yes, without paying a cell phone company or Internet service provider",English only household,36800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,12000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,35600,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,46900,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,46900,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,46900,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,46900,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,46900,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,46900,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,40000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,59000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,59000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,700,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,700,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,169200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,169200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,169200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,169200,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,95000,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,95000,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,95000,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,95000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,316000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,316000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,10120,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,50700,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,50700,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,16100,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,14300,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,22600,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,256000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,256000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,3200,2,4
