ACCESS_label,HHLANP_label,HINCP,FS,NP
"Yes, by paying a cell phone company or Internet service provider",English only household,186000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,186000,2,2
"Yes, by paying a cell phone company or Internet service provider",French,49000,2,2
"Yes, by paying a cell phone company or Internet service provider",French,49000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,94300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,94300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,102000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,102000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,102000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,102000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,34000,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,20900,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,44600,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,37230,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,37230,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,53000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,83100,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,28600,2,1
"Yes, by paying a cell phone company or Internet service provider",Vietnamese,195900,2,7
"Yes, by paying a cell phone company or Internet service provider",Vietnamese,195900,2,7
"Yes, by paying a cell phone company or Internet service provider",Vietnamese,195900,2,7
"Yes, by paying a cell phone company or Internet service provider",Vietnamese,195900,2,7
"Yes, by paying a cell phone company or Internet service provider",Vietnamese,195900,2,7
"Yes, by paying a cell phone company or Internet service provider",Vietnamese,195900,2,7
"Yes, by paying a cell phone company or Internet service provider",Vietnamese,195900,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,382000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,382000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,382000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,382000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,382000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,151200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,151200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,151200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,151200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,131000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,82300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,82300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,280500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,280500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,18000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,18000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,22000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,81600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,81600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,135000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,135000,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,28500,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,9520,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,9520,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,98600,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,98600,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,98600,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,98600,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,98600,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,31700,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,31700,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,31700,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,31700,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,31700,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,67270,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,67270,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,67270,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,35104,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,49000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,48800,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,132000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,132000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,132000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,132000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,132000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,115700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,115700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,115700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,115700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,2
"Yes, by paying a cell phone company or Internet service provider",Spanish,87000,2,2
"Yes, by paying a cell phone company or Internet service provider",Spanish,87000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,77100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,77100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,55900,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,2,7
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,2,7
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,2,7
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,2,7
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,2,7
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,2,7
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,38700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,38700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,192000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,192000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,192000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,134800,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,28000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,32000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,32000,1,2
"No access to the Internet at this house, apartment, or mobile home",English only household,27200,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,27200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,124000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,124000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,67000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,67000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,92400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,92400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,31800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,31800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,168500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,168500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,168500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,168500,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,12700,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,47600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,47600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,128230,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,128230,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,31600,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,36790,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,36790,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,28000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,28000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,115000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,115000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,62200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,62200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,70400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,70400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,24500,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,83000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,83000,2,2
"Yes, by paying a cell phone company or Internet service provider",French,12000,2,2
"Yes, by paying a cell phone company or Internet service provider",French,12000,2,2
"Yes, without paying a cell phone company or Internet service provider",English only household,7300,2,1
"Yes, by paying a cell phone company or Internet service provider",Spanish,92000,2,3
"Yes, by paying a cell phone company or Internet service provider",Spanish,92000,2,3
"Yes, by paying a cell phone company or Internet service provider",Spanish,92000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,84000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,84000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,84000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,84000,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,35300,2,1
"Yes, by paying a cell phone company or Internet service provider",French,128180,2,3
"Yes, by paying a cell phone company or Internet service provider",French,128180,2,3
"Yes, by paying a cell phone company or Internet service provider",French,128180,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,15600,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,2700,1,1
"Yes, by paying a cell phone company or Internet service provider",French,109800,2,2
"Yes, by paying a cell phone company or Internet service provider",French,109800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,192000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,192000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,12000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,12000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,12000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,147600,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,147600,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,147600,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,147600,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,147600,2,5
"No access to the Internet at this house, apartment, or mobile home",English only household,31800,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,31800,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,36000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,80000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,80000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,44500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,44500,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,53500,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,60000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,60000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,55500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,55500,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,25200,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,69700,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,69700,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,69700,2,3
"Yes, without paying a cell phone company or Internet service provider",English only household,25200,1,3
"Yes, without paying a cell phone company or Internet service provider",English only household,25200,1,3
"Yes, without paying a cell phone company or Internet service provider",English only household,25200,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,143500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,143500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,143500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,143500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,122000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,122000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,61400,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,61400,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,61400,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,156000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,156000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,64200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,64200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,23000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,23000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,23000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,77400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,77400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,19200,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,17500,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,17500,2,2
"Yes, by paying a cell phone company or Internet service provider",Chamorro,14000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,46000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,46000,1,2
"Yes, by paying a cell phone company or Internet service provider",Spanish,41200,2,3
"Yes, by paying a cell phone company or Internet service provider",Spanish,41200,2,3
"Yes, by paying a cell phone company or Internet service provider",Spanish,41200,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,38500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,38500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,38500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,127000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,127000,2,2
"Yes, by paying a cell phone company or Internet service provider",Japanese,75000,2,2
"Yes, by paying a cell phone company or Internet service provider",Japanese,75000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,83000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,83000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,254910,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,254910,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,254910,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,254910,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,294800,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,294800,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,294800,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,294800,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,52600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,52600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,95000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,95000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,204500,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,204500,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,204500,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,204500,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,204500,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,26900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,26900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,422500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,422500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,422500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,58000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,313300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,313300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,71100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,71100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,26100,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,26100,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,79700,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,79700,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,79700,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,79700,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,79700,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,79700,2,6
"No access to the Internet at this house, apartment, or mobile home",English only household,63100,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,63100,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,63100,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,44800,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,13300,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,92000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,92000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,28300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,28300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,30500,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,40000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,40000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,158000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,158000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,158000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,158000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,26230,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,26230,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,15300,2,1
"Yes, without paying a cell phone company or Internet service provider",English only household,11300,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,16000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,16000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,134000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,134000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,134000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,134000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,134000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,72000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,72000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,72000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,72000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,72000,2,5
"No access to the Internet at this house, apartment, or mobile home",English only household,15000,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,54390,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,54390,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,149000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,149000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,149000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,149000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,87000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,87000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,43970,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,43970,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,60000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,60000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,60000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,37900,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,37900,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,37900,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,76600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,76600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,68000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,68000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,68000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,9600,1,1
"No access to the Internet at this house, apartment, or mobile home",English only household,84900,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,84900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,22400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,22400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,100100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,100100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,87000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,87000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,87000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,87000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,87000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,72900,2,1
"Yes, by paying a cell phone company or Internet service provider",French,50800,2,2
"Yes, by paying a cell phone company or Internet service provider",French,50800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,93000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,102000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,102000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,101100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,101100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,45050,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,45050,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,114000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,114000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,114000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,114000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,114000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,91760,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,91760,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,61200,2,1
"Yes, by paying a cell phone company or Internet service provider",French,53360,2,2
"Yes, by paying a cell phone company or Internet service provider",French,53360,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,56500,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,56500,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,56500,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,56500,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,56500,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,56500,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,155000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,155000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,155000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,29000,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,29000,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,29000,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,29000,1,4
"No access to the Internet at this house, apartment, or mobile home",English only household,30000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,30500,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,30500,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,30500,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,30500,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,30500,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,30500,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,33500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,33500,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,69000,2,1
"Yes, by paying a cell phone company or Internet service provider",French,42000,1,2
"Yes, by paying a cell phone company or Internet service provider",French,42000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,73000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,73000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,101000,1,6
"Yes, by paying a cell phone company or Internet service provider",English only household,101000,1,6
"Yes, by paying a cell phone company or Internet service provider",English only household,101000,1,6
"Yes, by paying a cell phone company or Internet service provider",English only household,101000,1,6
"Yes, by paying a cell phone company or Internet service provider",English only household,101000,1,6
"Yes, by paying a cell phone company or Internet service provider",English only household,101000,1,6
"Yes, by paying a cell phone company or Internet service provider",English only household,44690,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,47500,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,96800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,96800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,311100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,311100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,43300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,43300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,0,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,46600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,46600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,9630,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,9630,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,123300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,123300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,94500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,94500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,94500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,94500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,426000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,426000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,426000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,426000,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,8000,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,12000,2,1
